Majority_protein_IDs	Fasta_headers	Score	id	Phospho_(STY)_site_IDs	Description	Gene_name	Uniprot_ID
sp|Q9H2G2|SLK_HUMAN;tr|B4DZC9|B4DZC9_HUMAN	sp|Q9H2G2|SLK_HUMAN STE20-like serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=SLK PE=1 SV=1;tr|B4DZC9|B4DZC9_HUMAN cDNA FLJ61681, highly similar to STE20-like serine/threonine-protein kinase (EC2.7.11.1) (Fragment) OS=Homo sapiens OX=9606 PE=2	10.44	4702	NA	STE20-like serine/threonine-protein kinase	SLK	Q9H2G2
tr|A0A024R3V4|A0A024R3V4_HUMAN;sp|Q9H2H8|PPIL3_HUMAN;tr|B8ZZ77|B8ZZ77_HUMAN;tr|A0A0S2Z5A8|A0A0S2Z5A8_HUMAN;tr|H7BZ14|H7BZ14_HUMAN;tr|B4DN80|B4DN80_HUMAN;tr|C9K058|C9K058_HUMAN	tr|A0A024R3V4|A0A024R3V4_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=PPIL3 PE=2 SV=1;sp|Q9H2H8|PPIL3_HUMAN Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens OX=9606 GN=PPIL3 PE=1 SV=1;tr|B8ZZ77|B8ZZ77_HUMAN Peptidyl-prolyl	40.056	4703	NA	Peptidyl-prolyl cis-trans isomerase	PPIL3	A0A024R3V4
tr|A0A024R124|A0A024R124_HUMAN;sp|Q9H2H9|S38A1_HUMAN;tr|F8VX04|F8VX04_HUMAN;tr|Q8NCD8|Q8NCD8_HUMAN	tr|A0A024R124|A0A024R124_HUMAN Solute carrier family 38, member 1, isoform CRA_a OS=Homo sapiens OX=9606 GN=SLC38A1 PE=4 SV=1;sp|Q9H2H9|S38A1_HUMAN Sodium-coupled neutral amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC38A1 PE=1 SV=1;tr|F8VX04|F8VX0	13.582	4704	5343;5344;8329	Solute carrier family 38, member 1, isoform CRA_a	SLC38A1	A0A024R124
sp|Q9H2J4|PDCL3_HUMAN;tr|B7Z6S0|B7Z6S0_HUMAN	sp|Q9H2J4|PDCL3_HUMAN Phosducin-like protein 3 OS=Homo sapiens OX=9606 GN=PDCL3 PE=1 SV=1;tr|B7Z6S0|B7Z6S0_HUMAN cDNA FLJ51322, highly similar to Phosducin-like protein 3 OS=Homo sapiens OX=9606 PE=2 SV=1	65.385	4705	NA	Phosducin-like protein 3	PDCL3	Q9H2J4
tr|A0A024RDQ7|A0A024RDQ7_HUMAN;sp|Q9H2K0|IF3M_HUMAN	tr|A0A024RDQ7|A0A024RDQ7_HUMAN Mitochondrial translational initiation factor 3, isoform CRA_a OS=Homo sapiens OX=9606 GN=MTIF3 PE=4 SV=1;sp|Q9H2K0|IF3M_HUMAN Translation initiation factor IF-3, mitochondrial OS=Homo sapiens OX=9606 GN=MTIF3 PE=1 SV=4	6.013	4706	NA	Mitochondrial translational initiation factor 3, isoform CRA_a	MTIF3	A0A024RDQ7
sp|Q9H2K8|TAOK3_HUMAN;tr|A8K0J3|A8K0J3_HUMAN;tr|G3V1Q8|G3V1Q8_HUMAN;tr|B3KPH9|B3KPH9_HUMAN	sp|Q9H2K8|TAOK3_HUMAN Serine/threonine-protein kinase TAO3 OS=Homo sapiens OX=9606 GN=TAOK3 PE=1 SV=2;tr|A8K0J3|A8K0J3_HUMAN cDNA FLJ76732, highly similar to Homo sapiens TAO kinase 3 (TAOK3), mRNA OS=Homo sapiens OX=9606 PE=2 SV=1;tr|G3V1Q8|G3V1Q8_HUMAN S	38.765	4707	5345	Serine/threonine-protein kinase TAO3	TAOK3	Q9H2K8
sp|Q9H2M9|RBGPR_HUMAN	sp|Q9H2M9|RBGPR_HUMAN Rab3 GTPase-activating protein non-catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP2 PE=1 SV=1	112.93	4708	5346;5347	Rab3 GTPase-activating protein non-catalytic subunit	RAB3GAP2	Q9H2M9
tr|Q6DHZ8|Q6DHZ8_HUMAN;tr|B2RBM8|B2RBM8_HUMAN;sp|Q9H2P0|ADNP_HUMAN;tr|A0A2R8Y6X0|A0A2R8Y6X0_HUMAN	tr|Q6DHZ8|Q6DHZ8_HUMAN Activity-dependent neuroprotector homeobox OS=Homo sapiens OX=9606 GN=ADNP PE=2 SV=1;tr|B2RBM8|B2RBM8_HUMAN cDNA, FLJ95596, highly similar to Homo sapiens activity-dependent neuroprotector (ADNP), mRNA OS=Homo sapiens OX=9606 PE=2 SV	57.907	4709	5348;5349;5350;5351	Activity-dependent neuroprotector homeobox	ADNP	Q6DHZ8
sp|Q9H2P9|DPH5_HUMAN	sp|Q9H2P9|DPH5_HUMAN Diphthine methyl ester synthase OS=Homo sapiens OX=9606 GN=DPH5 PE=1 SV=2	11.038	4710	NA	Diphthine methyl ester synthase	DPH5	Q9H2P9
tr|E7EWK3|E7EWK3_HUMAN;tr|B7Z8P5|B7Z8P5_HUMAN;sp|Q9H2U1|DHX36_HUMAN	tr|E7EWK3|E7EWK3_HUMAN ATP-dependent DNA/RNA helicase DHX36 (Fragment) OS=Homo sapiens OX=9606 GN=DHX36 PE=1 SV=1;tr|B7Z8P5|B7Z8P5_HUMAN cDNA FLJ51438, highly similar to Probable ATP-dependent RNA helicase DHX36 (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1	16.796	4711	NA	ATP-dependent DNA/RNA helicase DHX36 (Fragment)	DHX36	E7EWK3
sp|Q9H2U2|IPYR2_HUMAN;tr|H0Y9D8|H0Y9D8_HUMAN;tr|B4DR66|B4DR66_HUMAN	sp|Q9H2U2|IPYR2_HUMAN Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=2;tr|H0Y9D8|H0Y9D8_HUMAN Inorganic pyrophosphatase 2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=1;tr|B4DR66|B4DR66_HUMAN cDNA FL	95.298	4712	5352;5353	Inorganic pyrophosphatase 2, mitochondrial	PPA2	Q9H2U2
tr|Q59FQ8|Q59FQ8_HUMAN;tr|A0A024QZ93|A0A024QZ93_HUMAN;sp|Q9H2V7|SPNS1_HUMAN;tr|H3BR82|H3BR82_HUMAN;tr|H3BMF4|H3BMF4_HUMAN	tr|Q59FQ8|Q59FQ8_HUMAN Spinster variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;tr|A0A024QZ93|A0A024QZ93_HUMAN Spinster, isoform CRA_f OS=Homo sapiens OX=9606 GN=SPIN1 PE=4 SV=1;sp|Q9H2V7|SPNS1_HUMAN Protein spinster homolog 1 OS=Homo sapiens OX=9606	2.2446	4713	NA	Spinster variant (Fragment)	SPIN1	Q59FQ8
sp|Q9H2W6|RM46_HUMAN;tr|Q8TER9|Q8TER9_HUMAN	sp|Q9H2W6|RM46_HUMAN 39S ribosomal protein L46, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL46 PE=1 SV=1;tr|Q8TER9|Q8TER9_HUMAN FLJ00124 protein (Fragment) OS=Homo sapiens OX=9606 GN=FLJ00124 PE=2 SV=1	11.684	4714	NA	39S ribosomal protein L46, mitochondrial	MRPL46	Q9H2W6
sp|Q9H2Y7|ZN106_HUMAN;tr|A0A024R9R5|A0A024R9R5_HUMAN;tr|H3BSS6|H3BSS6_HUMAN;tr|A0A0C4DGM5|A0A0C4DGM5_HUMAN;tr|Q86T35|Q86T35_HUMAN;tr|H3BS99|H3BS99_HUMAN	sp|Q9H2Y7|ZN106_HUMAN Zinc finger protein 106 OS=Homo sapiens OX=9606 GN=ZNF106 PE=1 SV=1;tr|A0A024R9R5|A0A024R9R5_HUMAN Zinc finger protein 106 homolog (Mouse), isoform CRA_a OS=Homo sapiens OX=9606 GN=ZFP106 PE=4 SV=1;tr|H3BSS6|H3BSS6_HUMAN Zinc finger p	48.986	4715	5354;5355;5356;5357;5358;5359;5360;5361;5362;5363;5364;8330	Zinc finger protein 106	ZNF106	Q9H2Y7
sp|Q9H300|PARL_HUMAN;tr|A0A1W2PP11|A0A1W2PP11_HUMAN;tr|F8WCQ4|F8WCQ4_HUMAN;tr|A0A1W2PS40|A0A1W2PS40_HUMAN;tr|C9JNP8|C9JNP8_HUMAN	sp|Q9H300|PARL_HUMAN Presenilins-associated rhomboid-like protein, mitochondrial OS=Homo sapiens OX=9606 GN=PARL PE=1 SV=2;tr|A0A1W2PP11|A0A1W2PP11_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|F8WCQ4|F8WCQ4_HUMAN Presenilins-associate	8.3615	4716	NA	Presenilins-associated rhomboid-like protein, mitochondrial	PARL	Q9H300
sp|Q9H307|PININ_HUMAN	sp|Q9H307|PININ_HUMAN Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5	-2	4717	5365;5366;5367;5368;5369;5370;5371;5372;5373;5374;5375;8331	Pinin	PNN	Q9H307
sp|Q9H330|TM245_HUMAN;tr|F8WBJ7|F8WBJ7_HUMAN	sp|Q9H330|TM245_HUMAN Transmembrane protein 245 OS=Homo sapiens OX=9606 GN=TMEM245 PE=1 SV=3;tr|F8WBJ7|F8WBJ7_HUMAN Transmembrane protein 245 OS=Homo sapiens OX=9606 GN=TMEM245 PE=1 SV=1	90.136	4718	5376;5377;5378;5379;5380;8332;8333	Transmembrane protein 245	TMEM245	Q9H330
tr|A0A3B3IS20|A0A3B3IS20_HUMAN;tr|A0A3B3IRW5|A0A3B3IRW5_HUMAN;tr|Q548T7|Q548T7_HUMAN;sp|Q9H334|FOXP1_HUMAN;tr|Q8TEA2|Q8TEA2_HUMAN;tr|A0A3B3IST0|A0A3B3IST0_HUMAN;tr|A0A3B3IRS5|A0A3B3IRS5_HUMAN;tr|A0A3B3IUB6|A0A3B3IUB6_HUMAN;tr|A0A3B3IT66|A0A3B3IT66_HUMAN;tr|A0A0B4J2F3|A0A0B4J2F3_HUMAN;tr|B4DMV4|B4DMV4_HUMAN;tr|C9J0F0|C9J0F0_HUMAN;tr|Q8IXF4|Q8IXF4_HUMAN;tr|A0A3B3IST6|A0A3B3IST6_HUMAN;tr|H0Y882|H0Y882_HUMAN;tr|A0A3B3IS87|A0A3B3IS87_HUMAN;tr|G5E965|G5E965_HUMAN;tr|A0A3B3IT14|A0A3B3IT14_HUMAN;tr|A3KMG1|A3KMG1_HUMAN	tr|A0A3B3IS20|A0A3B3IS20_HUMAN Forkhead box protein P1 OS=Homo sapiens OX=9606 GN=FOXP1 PE=1 SV=1;tr|A0A3B3IRW5|A0A3B3IRW5_HUMAN Forkhead box protein P1 OS=Homo sapiens OX=9606 GN=FOXP1 PE=1 SV=1;tr|Q548T7|Q548T7_HUMAN 12CC4 OS=Homo sapiens OX=9606 GN=FOXP	38.026	4719	5381;5382;8334;8335	Forkhead box protein P1	FOXP1	A0A3B3IS20
tr|A0A0S2Z4N6|A0A0S2Z4N6_HUMAN;tr|A0A0S2Z4N5|A0A0S2Z4N5_HUMAN;sp|Q9H3D4|P63_HUMAN;tr|A0A141PNN4|A0A141PNN4_HUMAN;tr|A0A141PNN3|A0A141PNN3_HUMAN;tr|C9D7D0|C9D7D0_HUMAN	tr|A0A0S2Z4N6|A0A0S2Z4N6_HUMAN Tumor protein 63 (p63) (Fragment) OS=Homo sapiens OX=9606 GN=TP63 PE=2 SV=1;tr|A0A0S2Z4N5|A0A0S2Z4N5_HUMAN Tumor protein 63 (p63) (Fragment) OS=Homo sapiens OX=9606 GN=TP63 PE=2 SV=1;sp|Q9H3D4|P63_HUMAN Tumor protein 63 OS=Ho	8.1412	4720	5383;5384;5385;9020	Tumor protein 63 (p63) (Fragment)	TP63	A0A0S2Z4N6
tr|Q3T7C7|Q3T7C7_HUMAN;sp|Q9H3H1|MOD5_HUMAN;tr|Q3T7B4|Q3T7B4_HUMAN;tr|Q3T7C3|Q3T7C3_HUMAN;tr|S4R2X1|S4R2X1_HUMAN;tr|B4DK89|B4DK89_HUMAN;tr|B4E3K2|B4E3K2_HUMAN;tr|S4R3U8|S4R3U8_HUMAN;tr|Q3T7C6|Q3T7C6_HUMAN;tr|Q3T7B8|Q3T7B8_HUMAN;tr|I6L9K0|I6L9K0_HUMAN;tr|S4R2Z0|S4R2Z0_HUMAN;tr|Q3T7C5|Q3T7C5_HUMAN;tr|Q53F11|Q53F11_HUMAN	tr|Q3T7C7|Q3T7C7_HUMAN tRNA isopentenylpyrophosphate transferase isoform 1 OS=Homo sapiens OX=9606 GN=TRIT1 PE=2 SV=1;sp|Q9H3H1|MOD5_HUMAN tRNA dimethylallyltransferase OS=Homo sapiens OX=9606 GN=TRIT1 PE=1 SV=1;tr|Q3T7B4|Q3T7B4_HUMAN tRNA dimethylallyltra	3.51	4721	5386	tRNA isopentenylpyrophosphate transferase isoform 1	TRIT1	Q3T7C7
tr|A0A1W2PPC6|A0A1W2PPC6_HUMAN;tr|B2R6Z9|B2R6Z9_HUMAN;tr|B3KY32|B3KY32_HUMAN;tr|A0A024R3H8|A0A024R3H8_HUMAN;sp|Q9H3H5|GPT_HUMAN;tr|F8W681|F8W681_HUMAN;tr|A0A1W2PQD1|A0A1W2PQD1_HUMAN;tr|F8WE55|F8WE55_HUMAN;tr|A0A1W2PRR6|A0A1W2PRR6_HUMAN;tr|B4DXH3|B4DXH3_HUMAN	tr|A0A1W2PPC6|A0A1W2PPC6_HUMAN UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase OS=Homo sapiens OX=9606 GN=DPAGT1 PE=1 SV=1;tr|B2R6Z9|B2R6Z9_HUMAN cDNA, FLJ93200, highly similar to Homo sapiens dolichyl-phosphate (UDP-N-ace	2.9901	4722	NA	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	DPAGT1	A0A1W2PPC6
tr|B4DSV8|B4DSV8_HUMAN;sp|Q9H3K2|GHITM_HUMAN;tr|B4DPG9|B4DPG9_HUMAN;tr|Q6FIA7|Q6FIA7_HUMAN;tr|Q658I8|Q658I8_HUMAN;tr|B4DNL0|B4DNL0_HUMAN	tr|B4DSV8|B4DSV8_HUMAN cDNA FLJ54146, highly similar to Growth hormone-inducible transmembrane protein OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q9H3K2|GHITM_HUMAN Growth hormone-inducible transmembrane protein OS=Homo sapiens OX=9606 GN=GHITM PE=1 SV=2;tr|B4DP	16.851	4723	NA	cDNA FLJ54146, highly similar to Growth hormone-inducible transmembrane protein	GHITM	B4DSV8
sp|Q9H3K6|BOLA2_HUMAN;tr|A0A087WZT3|A0A087WZT3_HUMAN;tr|H3BV85|H3BV85_HUMAN;tr|H3BTW0|H3BTW0_HUMAN;tr|A0A0B4J295|A0A0B4J295_HUMAN;tr|H3BVE0|H3BVE0_HUMAN	sp|Q9H3K6|BOLA2_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1;tr|A0A087WZT3|A0A087WZT3_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=2;tr|H3BV85|H3BV85_HUMAN BolA-like protein 2 (Fragment) OS=Homo sapiens OX=9606	16.128	4724	8336	BolA-like protein 2	BOLA2	Q9H3K6
tr|B1ALI9|B1ALI9_HUMAN;tr|B4DVM7|B4DVM7_HUMAN;tr|A0A024R4B7|A0A024R4B7_HUMAN;sp|Q9H3M7|TXNIP_HUMAN	tr|B1ALI9|B1ALI9_HUMAN Thioredoxin interacting protein (Fragment) OS=Homo sapiens OX=9606 GN=TXNIP PE=4 SV=1;tr|B4DVM7|B4DVM7_HUMAN cDNA FLJ61424, highly similar to Homo sapiens thioredoxin interacting protein (TXNIP), mRNA OS=Homo sapiens OX=9606 PE=2 SV=	6.5333	4725	NA	Thioredoxin interacting protein (Fragment)	TXNIP	B1ALI9
sp|Q9H3N1|TMX1_HUMAN;tr|B4DZX7|B4DZX7_HUMAN	sp|Q9H3N1|TMX1_HUMAN Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1;tr|B4DZX7|B4DZX7_HUMAN Thioredoxin domain containing, isoform CRA_b OS=Homo sapiens OX=9606 GN=TXNDC PE=2 SV=1	80.831	4726	5387	Thioredoxin-related transmembrane protein 1	TMX1	Q9H3N1
tr|Q53GS8|Q53GS8_HUMAN;sp|Q9H3P2|NELFA_HUMAN;tr|B3KM78|B3KM78_HUMAN;tr|A0A0C4DFX9|A0A0C4DFX9_HUMAN;tr|C9JHL4|C9JHL4_HUMAN;tr|B3KSP0|B3KSP0_HUMAN;tr|B3KTK5|B3KTK5_HUMAN;tr|H0Y3X6|H0Y3X6_HUMAN;tr|C9JEM7|C9JEM7_HUMAN;tr|H7C2C7|H7C2C7_HUMAN;tr|H7C0W2|H7C0W2_HUMAN	tr|Q53GS8|Q53GS8_HUMAN Wolf-Hirschhorn syndrome candidate 2 protein variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q9H3P2|NELFA_HUMAN Negative elongation factor A OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=3;tr|B3KM78|B3KM78_HUMAN cDNA FLJ10442 fis,	14.69	4727	8337;8338	Wolf-Hirschhorn syndrome candidate 2 protein variant (Fragment)	NELFA	Q53GS8
tr|A0A024R3P9|A0A024R3P9_HUMAN;sp|Q9H3P7|GCP60_HUMAN	tr|A0A024R3P9|A0A024R3P9_HUMAN Acyl-Coenzyme A binding domain containing 3, isoform CRA_a OS=Homo sapiens OX=9606 GN=ACBD3 PE=4 SV=1;sp|Q9H3P7|GCP60_HUMAN Golgi resident protein GCP60 OS=Homo sapiens OX=9606 GN=ACBD3 PE=1 SV=4	239.95	4728	5388	Acyl-Coenzyme A binding domain containing 3, isoform CRA_a	ACBD3	A0A024R3P9
tr|B3KVZ3|B3KVZ3_HUMAN;tr|A0A0S2Z5T0|A0A0S2Z5T0_HUMAN;sp|Q9H3R5|CENPH_HUMAN;tr|H0Y9E6|H0Y9E6_HUMAN	tr|B3KVZ3|B3KVZ3_HUMAN Centromere protein H, isoform CRA_b OS=Homo sapiens OX=9606 GN=CENPH PE=1 SV=1;tr|A0A0S2Z5T0|A0A0S2Z5T0_HUMAN Centromere protein H isoform 1 (Fragment) OS=Homo sapiens OX=9606 GN=CENPH PE=2 SV=1;sp|Q9H3R5|CENPH_HUMAN Centromere prote	11.631	4729	NA	Centromere protein H, isoform CRA_b	CENPH	B3KVZ3
tr|B4DKS5|B4DKS5_HUMAN;tr|Q6MZT6|Q6MZT6_HUMAN;tr|Q5TCJ5|Q5TCJ5_HUMAN;sp|Q9H3S1|SEM4A_HUMAN	tr|B4DKS5|B4DKS5_HUMAN cDNA FLJ55702, highly similar to Semaphorin-4A OS=Homo sapiens OX=9606 PE=2 SV=1;tr|Q6MZT6|Q6MZT6_HUMAN Uncharacterized protein DKFZp686D04248 OS=Homo sapiens OX=9606 GN=DKFZp686D04248 PE=2 SV=1;tr|Q5TCJ5|Q5TCJ5_HUMAN Semaphorin-4A O	6.2744	4730	5389	cDNA FLJ55702, highly similar to Semaphorin-4A	DKFZp686D04248	B4DKS5
sp|Q9H3S7|PTN23_HUMAN;tr|B4DJ12|B4DJ12_HUMAN;tr|B4DST5|B4DST5_HUMAN;tr|B4DJ21|B4DJ21_HUMAN	sp|Q9H3S7|PTN23_HUMAN Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens OX=9606 GN=PTPN23 PE=1 SV=1;tr|B4DJ12|B4DJ12_HUMAN cDNA FLJ58355, highly similar to Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens OX=9606 PE=2 SV=1;	22.719	4731	NA	Tyrosine-protein phosphatase non-receptor type 23	PTPN23	Q9H3S7
tr|Q24JR3|Q24JR3_HUMAN;tr|B4DZD4|B4DZD4_HUMAN;sp|Q9H3T2|SEM6C_HUMAN	tr|Q24JR3|Q24JR3_HUMAN SEMA6C protein OS=Homo sapiens OX=9606 GN=SEMA6C PE=2 SV=1;tr|B4DZD4|B4DZD4_HUMAN cDNA FLJ60990, highly similar to Semaphorin-6C OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q9H3T2|SEM6C_HUMAN Semaphorin-6C OS=Homo sapiens OX=9606 GN=SEMA6C	-2	4732	5390;5391	SEMA6C protein	SEMA6C	Q24JR3
sp|Q9H3U1|UN45A_HUMAN;tr|A0A1W2PNX8|A0A1W2PNX8_HUMAN	sp|Q9H3U1|UN45A_HUMAN Protein unc-45 homolog A OS=Homo sapiens OX=9606 GN=UNC45A PE=1 SV=1;tr|A0A1W2PNX8|A0A1W2PNX8_HUMAN Protein unc-45 homolog A OS=Homo sapiens OX=9606 GN=UNC45A PE=1 SV=1	58.809	4733	5392;8339	Protein unc-45 homolog A	UNC45A	Q9H3U1
sp|Q9H3U5|MFSD1_HUMAN;tr|H7C5U3|H7C5U3_HUMAN;tr|H7C593|H7C593_HUMAN;tr|B4DLK0|B4DLK0_HUMAN	sp|Q9H3U5|MFSD1_HUMAN Major facilitator superfamily domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MFSD1 PE=2 SV=2;tr|H7C5U3|H7C5U3_HUMAN Major facilitator superfamily domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=MFSD1 PE=1 SV=	7.2861	4734	NA	Major facilitator superfamily domain-containing protein 1	MFSD1	Q9H3U5
sp|Q9H3Z4|DNJC5_HUMAN	sp|Q9H3Z4|DNJC5_HUMAN DnaJ homolog subfamily C member 5 OS=Homo sapiens OX=9606 GN=DNAJC5 PE=1 SV=1	11.951	4735	5393;5394;5395	DnaJ homolog subfamily C member 5	DNAJC5	Q9H3Z4
tr|Q5JW53|Q5JW53_HUMAN;tr|Q4G1A1|Q4G1A1_HUMAN;tr|A8K3X3|A8K3X3_HUMAN;sp|Q9H410|DSN1_HUMAN;tr|Q5JW57|Q5JW57_HUMAN;tr|Q5JW54|Q5JW54_HUMAN	tr|Q5JW53|Q5JW53_HUMAN Kinetochore-associated protein DSN1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=DSN1 PE=1 SV=1;tr|Q4G1A1|Q4G1A1_HUMAN DSN1 protein OS=Homo sapiens OX=9606 GN=DSN1 PE=2 SV=1;tr|A8K3X3|A8K3X3_HUMAN cDNA FLJ77685 OS=Homo sapiens OX=96	8.959	4736	5396;5397;5398;8340	Kinetochore-associated protein DSN1 homolog (Fragment)	DSN1	Q5JW53
tr|E5RI90|E5RI90_HUMAN;tr|A0A024R3S1|A0A024R3S1_HUMAN;sp|Q9H425|CA198_HUMAN	tr|E5RI90|E5RI90_HUMAN Uncharacterized protein C1orf198 (Fragment) OS=Homo sapiens OX=9606 GN=C1orf198 PE=1 SV=1;tr|A0A024R3S1|A0A024R3S1_HUMAN Chromosome 1 open reading frame 198, isoform CRA_a OS=Homo sapiens OX=9606 GN=C1orf198 PE=4 SV=1;sp|Q9H425|CA198	3.027	4737	5399	Uncharacterized protein C1orf198 (Fragment)	C1orf198	E5RI90
sp|Q9H444|CHM4B_HUMAN	sp|Q9H444|CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1	26.318	4738	NA	Charged multivesicular body protein 4b	CHMP4B	Q9H444
sp|Q9H446|RWDD1_HUMAN;tr|E5RGQ3|E5RGQ3_HUMAN	sp|Q9H446|RWDD1_HUMAN RWD domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RWDD1 PE=1 SV=1;tr|E5RGQ3|E5RGQ3_HUMAN RWD domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RWDD1 PE=1 SV=1	3.7218	4739	NA	RWD domain-containing protein 1	RWDD1	Q9H446
sp|Q9H467|CUED2_HUMAN	sp|Q9H467|CUED2_HUMAN CUE domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CUEDC2 PE=1 SV=1	2.2776	4740	NA	CUE domain-containing protein 2	CUEDC2	Q9H467
sp|Q9H488|OFUT1_HUMAN	sp|Q9H488|OFUT1_HUMAN GDP-fucose protein O-fucosyltransferase 1 OS=Homo sapiens OX=9606 GN=POFUT1 PE=1 SV=1	6.6292	4741	NA	GDP-fucose protein O-fucosyltransferase 1	POFUT1	Q9H488
tr|B4DXB6|B4DXB6_HUMAN;sp|Q9H490|PIGU_HUMAN	tr|B4DXB6|B4DXB6_HUMAN cDNA FLJ58335, highly similar to GPI transamidase component PIG-U OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q9H490|PIGU_HUMAN Phosphatidylinositol glycan anchor biosynthesis class U protein OS=Homo sapiens OX=9606 GN=PIGU PE=1 SV=3	10.286	4742	NA	cDNA FLJ58335, highly similar to GPI transamidase component PIG-U	PIGU	B4DXB6
sp|Q9H497|TOR3A_HUMAN;tr|A0A024R943|A0A024R943_HUMAN;tr|Q5W0C6|Q5W0C6_HUMAN	sp|Q9H497|TOR3A_HUMAN Torsin-3A OS=Homo sapiens OX=9606 GN=TOR3A PE=1 SV=1;tr|A0A024R943|A0A024R943_HUMAN Epididymis secretory sperm binding protein OS=Homo sapiens OX=9606 GN=TOR3A PE=2 SV=1;tr|Q5W0C6|Q5W0C6_HUMAN Torsin-3A (Fragment) OS=Homo sapiens OX=9	3.9176	4743	NA	Torsin-3A	TOR3A	Q9H497
tr|D3DUP2|D3DUP2_HUMAN;tr|F5GWT4|F5GWT4_HUMAN;tr|D3DUP1|D3DUP1_HUMAN;sp|Q9H4A3|WNK1_HUMAN;tr|A5D8Z4|A5D8Z4_HUMAN	tr|D3DUP2|D3DUP2_HUMAN WNK lysine deficient protein kinase 1, isoform CRA_d OS=Homo sapiens OX=9606 GN=WNK1 PE=4 SV=1;tr|F5GWT4|F5GWT4_HUMAN Serine/threonine-protein kinase WNK1 OS=Homo sapiens OX=9606 GN=WNK1 PE=1 SV=1;tr|D3DUP1|D3DUP1_HUMAN WNK lysine de	36.485	4744	5400;5401;5402	WNK lysine deficient protein kinase 1, isoform CRA_d	WNK1	D3DUP2
sp|Q9H4A4|AMPB_HUMAN;tr|A6NKB8|A6NKB8_HUMAN;tr|Q7RU04|Q7RU04_HUMAN	sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2;tr|A6NKB8|A6NKB8_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=1;tr|Q7RU04|Q7RU04_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=4 SV=1	66.997	4745	5403	Aminopeptidase B	RNPEP	Q9H4A4
tr|Q5T5I6|Q5T5I6_HUMAN;sp|Q9H4A5|GLP3L_HUMAN	tr|Q5T5I6|Q5T5I6_HUMAN Golgi phosphoprotein 3-like (Fragment) OS=Homo sapiens OX=9606 GN=GOLPH3L PE=1 SV=1;sp|Q9H4A5|GLP3L_HUMAN Golgi phosphoprotein 3-like OS=Homo sapiens OX=9606 GN=GOLPH3L PE=1 SV=1	8.5563	4746	5404;8341	Golgi phosphoprotein 3-like (Fragment)	GOLPH3L	Q5T5I6
